seed,epoch,trainError,testError
5,124,0.00123881,0.00123881
5,125,0.00122663,0.00122663
5,126,0.00121466,0.00121466
5,127,0.00120291,0.00120291
5,128,0.00119138,0.00119138
5,129,0.00118005,0.00118005
5,130,0.00116891,0.00116891
5,131,0.00115798,0.00115798
5,132,0.00114723,0.00114723
5,133,0.00113667,0.00113667
5,134,0.00112628,0.00112628
5,135,0.00111608,0.00111608
5,136,0.00110604,0.00110604
5,137,0.00109618,0.00109618
5,138,0.00108647,0.00108647
5,139,0.00107693,0.00107693
5,140,0.00106754,0.00106754
5,141,0.00105831,0.00105831
5,142,0.00104922,0.00104922
5,143,0.00104027,0.00104027
5,144,0.00103147,0.00103147
5,145,0.00102281,0.00102281
5,146,0.00101428,0.00101428
5,147,0.00100589,0.00100589
5,148,0.000997621,0.000997621
5,149,0.000989481,0.000989481
5,150,0.000981465,0.000981465
5,151,0.000973569,0.000973569
5,152,0.000965792,0.000965792
5,153,0.00095813,0.00095813
5,154,0.000950581,0.000950581
5,155,0.000943143,0.000943143
5,156,0.000935813,0.000935813
5,157,0.000928589,0.000928589
5,158,0.000921469,0.000921469
5,159,0.00091445,0.00091445
5,160,0.000907532,0.000907532
5,161,0.00090071,0.00090071
5,162,0.000893984,0.000893984
5,163,0.000887352,0.000887352
5,164,0.000880811,0.000880811
5,165,0.00087436,0.00087436
5,166,0.000867997,0.000867997
5,167,0.000861721,0.000861721
5,168,0.000855529,0.000855529
5,169,0.00084942,0.00084942
5,170,0.000843392,0.000843392
5,171,0.000837444,0.000837444
5,172,0.000831574,0.000831574
5,173,0.000825781,0.000825781
5,174,0.000820064,0.000820064
5,175,0.00081442,0.00081442
5,176,0.000808848,0.000808848
5,177,0.000803348,0.000803348
5,178,0.000797917,0.000797917
5,179,0.000792555,0.000792555
5,180,0.00078726,0.00078726
5,181,0.000782031,0.000782031
5,182,0.000776867,0.000776867
5,183,0.000771767,0.000771767
5,184,0.000766729,0.000766729
5,185,0.000761752,0.000761752
5,186,0.000756836,0.000756836

